Country,ISO,Code_Region,YEAR1,Deaths,Injured,Missing,Houses_Destroyed,Damaged_houses,Victims,Affected,Relocated,Evacuated,LossesUSD,Losses_Local,Educational_centres,Hospitals,Crops_per_ha,Lost_cattle,roads_mts,
Kisumu,"KSM	",17,2003,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,
Meru,"MRU	",26,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,
Siaya,"SYA	",38,2003,0,0,0,27,0,0,21365,0,0,0,0,0,0,4500,0,0,
Baringo,BAR,1,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,
Baringo,BAR,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Isiolo,"ISL	",8,2005,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,
Kericho,"KRC	",12,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2005,0,0,0,0,0,0,730,0,7,0,0,0,0,0,0,0,
Meru,"MRU	",26,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,
Nakuru,"NKR	",31,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nyandarua,"NYD	",35,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trans Nzoia,"TRZ	",42,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uasin Gishu,"USG	",44,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,
West Pokot,"WPT	",47,2005,11,15,0,0,0,0,200,0,0,0,0,0,0,0,0,0,
Baringo,BAR,1,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Homa Bay,"HBY	",7,2006,0,0,0,0,0,0,147,0,0,0,0,0,0,120,0,0,
Isiolo,"ISL	",8,2006,7,2,0,355,354,0,14741,0,1775,0,0,0,0,0,0,0,
Kilifi,"KLF	",14,2006,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,
Kirinyaga,"KRN	",15,2006,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2006,4,0,0,21,0,0,67,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marsabit,"MRS	",25,2006,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,
Migori,"MGR	",27,2006,4,0,0,0,0,0,3000,107,0,0,0,0,0,0,0,0,
Mombasa,"MBS	",28,2006,0,0,0,7,0,0,60,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2006,0,0,0,0,0,0,484,0,0,0,0,0,0,500,0,0,
Tana River,"TRV	",40,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Turkana,"TRN	",43,2006,2,0,0,105,0,0,5000,835,0,0,0,0,0,0,1000,0,
Wajir,"WJR	",46,2006,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,
Baringo,BAR,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2007,0,0,0,0,0,0,24848,0,0,0,0,0,0,0,0,0,
Garissa,"GAR	",6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2007,8,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taita Taveta,"TTV	",39,2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Turkana,"TRN	",43,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Baringo,BAR,1,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bungoma,"BGM	",3,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2008,0,0,0,3,0,0,57380,2295,0,0,0,0,0,1770,0,0,
Garissa,"GAR	",6,2008,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2000,0,
Homa Bay,"HBY	",7,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Isiolo,"ISL	",8,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2008,0,0,0,0,0,0,106250,0,0,0,0,0,0,1050,0,0,
Kilifi,"KLF	",14,2008,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
Kisii,"KSS	",16,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kitui,"KTI	",18,2008,0,0,0,0,92,0,485,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2008,0,0,0,4,0,0,46,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lamu,"LMU	",21,2008,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2008,2,0,0,0,0,0,0,0,0,0,2200000,0,0,60,0,0,
Mandera,"MND	",24,2008,12,430,0,0,0,0,3963,0,0,0,54649746,0,0,2045.7,0,0,
Migori,"MGR	",27,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mombasa,"MBS	",28,2008,1,0,0,200,13,0,885,0,0,0,0,0,0,0,0,0,
Muranga,"MRN	",29,2008,2,0,0,2,1,0,15,20,0,0,0,0,0,0,0,0,
Nakuru,"NKR	",31,2008,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nyamira,"NYM	",34,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nyeri,"NYR	",36,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Samburu,"SMB	",37,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2008,0,0,0,0,0,0,1602,0,0,0,0,0,0,0,0,0,
Taita Taveta,"TTV	",39,2008,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,
Tana River,"TRV	",40,2008,0,0,0,2,1884,0,49733,0,0,0,80000,0,0,6000,0,0,
Trans Nzoia,"TRZ	",42,2008,0,0,0,0,0,0,29570,0,0,0,0,0,0,1800,0,0,
Turkana,"TRN	",43,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vihiga,"VHG	",45,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2008,0,18,0,0,0,0,80000,400,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2008,33,32,0,0,0,0,500,0,0,0,0,0,0,1,0,0,
Baringo,BAR,1,2009,0,0,0,0,0,0,1168,0,0,0,0,0,0,2000,0,0,
Bungoma,"BGM	",3,2009,2,0,0,0,0,0,20942,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2009,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Elgeiyo Marakwet,"EMT	",11,2009,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
Embu,"EMB	",5,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Garissa,"GAR	",6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Homa Bay,"HBY	",7,2009,8,0,0,0,0,0,80,0,0,0,0,0,0,0,15,0,
Isiolo,"ISL	",8,2009,16,0,0,0,0,0,120774,0,0,0,0,0,0,0,0,0,
Kajiado,"KJD	",9,2009,9,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2009,2,0,0,0,0,0,372593,0,0,0,0,0,0,0,0,0,
Kericho,"KRC	",12,2009,3,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,
Kiambu,"KMB	",13,2009,5,0,0,0,0,0,459134,0,0,0,1600000,0,0,100,0,0,
Kilifi,"KLF	",14,2009,6,0,0,466,0,0,83170,2530,0,0,0,0,0,0,0,0,
Kirinyaga,"KRN	",15,2009,0,0,0,0,0,0,214023,0,0,0,0,0,0,0,0,0,
Kisii,"KSS	",16,2009,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2009,6,0,0,59,0,0,1898,0,0,0,0,0,0,26,0,0,
Kitui,"KTI	",18,2009,2,0,0,0,0,0,242401,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2009,0,0,0,0,0,0,120068,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2009,0,0,0,0,0,0,0,0,0,0,1000000,0,0,100,0,0,
Lamu,"LMU	",21,2009,6,0,0,160,0,0,845,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2009,6,0,0,0,0,0,422308,0,0,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2009,3,0,0,0,5,0,186,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2009,0,0,0,300,2000,0,10000,1500,0,0,0,0,0,0,0,0,
Marsabit,"MRS	",25,2009,41,0,0,0,0,0,32397,0,0,0,0,0,0,0,0,0,
Meru,"MRU	",26,2009,0,0,0,0,0,0,118457,0,0,0,500000,0,0,30120,0,0,
Migori,"MGR	",27,2009,4,0,0,177,0,0,7,0,0,0,0,0,0,0,0,0,
Mombasa,"MBS	",28,2009,3,0,0,0,0,0,474110,0,0,0,0,0,0,0,0,0,
Muranga,"MRN	",29,2009,4,0,0,7,1,0,282141,0,0,0,0,0,0,0,0,0,
Nairobi,"NRB	",30,2009,30,0,0,60,33,0,120,0,0,0,250000,0,0,50,0,0,
Nakuru,"NKR	",31,2009,5,0,0,0,0,0,10,0,0,0,0,0,0,6400,0,0,
Nandi,"NDI	",32,2009,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,
Narok,"NRK	",33,2009,9,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,
Nyamira,"NYM	",34,2009,0,0,0,0,0,0,24076,0,0,0,0,0,0,0,0,0,
Nyandarua,"NYD	",35,2009,0,0,0,0,0,0,161057,0,0,0,0,0,0,1050,0,0,
Nyeri,"NYR	",36,2009,0,0,0,0,0,0,30001,0,0,0,2000000,0,0,600,0,0,
Samburu,"SMB	",37,2009,0,0,0,0,0,0,139000,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2009,13,0,0,202,0,0,1478,0,15,0,0,0,0,0,0,0,
Taita Taveta,"TTV	",39,2009,0,0,0,0,0,0,245226,0,0,0,0,0,0,0,0,0,
Tana River,"TRV	",40,2009,0,0,0,230,0,0,146987,0,0,0,0,0,0,0,0,0,
Tharaka Nithi,"TRN	",41,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trans Nzoia,"TRZ	",42,2009,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,
Turkana,"TRN	",43,2009,91,0,0,7011,1002,0,25704,1646,0,0,0,0,0,0,0,0,
Uasin Gishu,"USG	",44,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2009,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2009,0,0,0,487,0,0,1500,0,0,0,0,0,0,0,0,0,
Baringo,BAR,1,2010,2,0,0,626,0,0,8006,0,0,0,0,0,0,160,67,0,
Bungoma,"BGM	",3,2010,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2010,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,
Elgeiyo Marakwet,"EMT	",11,2010,36,7,2,150,0,0,900,900,0,0,0,0,0,0,0,0,
Embu,"EMB	",5,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Garissa,"GAR	",6,2010,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
Homa Bay,"HBY	",7,2010,2,0,0,10,5,0,2714,296,2234,0,0,0,0,275,200,0,
Isiolo,"ISL	",8,2010,0,0,0,200,0,0,299,0,0,0,0,0,0,40,0,0,
Kajiado,"KJD	",9,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiambu,"KMB	",13,2010,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
Kilifi,"KLF	",14,2010,0,0,0,451,66,0,2233,0,0,0,0,0,0,0,0,0,
Kisii,"KSS	",16,2010,0,0,0,37,15,0,120,0,0,0,0,0,0,6,0,0,
Kisumu,"KSM	",17,2010,0,0,0,330,9,0,21590,100,0,0,0,0,0,46,0,0,
Kitui,"KTI	",18,2010,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2010,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2010,1,0,0,10,20,0,5,0,0,0,0,0,0,0,0,0,
Lamu,"LMU	",21,2010,0,0,0,14,0,0,4379,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2010,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2010,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2010,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,
Marsabit,"MRS	",25,2010,2,0,0,820,0,0,66,66,0,0,0,0,0,0,360,0,
Meru,"MRU	",26,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Mombasa,"MBS	",28,2010,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,
Muranga,"MRN	",29,2010,2,0,0,57,0,0,250,0,0,0,0,0,0,0,0,0,
Nairobi,"NRB	",30,2010,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,
Nakuru,"NKR	",31,2010,17,0,0,509,0,0,1318,0,0,0,0,0,0,200,7,0,
Nandi,"NDI	",32,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,"NRK	",33,2010,5,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
Nyandarua,"NYD	",35,2010,0,0,0,35,0,0,10175,0,0,0,0,0,0,0,0,0,
Nyeri,"NYR	",36,2010,2,0,0,7,0,0,119804,0,0,0,0,0,0,0,0,0,
Samburu,"SMB	",37,2010,11,0,0,0,0,0,50826,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2010,8,0,0,3,0,0,101,0,0,0,0,0,0,12,0,0,
Taita Taveta,"TTV	",39,2010,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,
Tana River,"TRV	",40,2010,0,0,0,1349,0,0,42973,0,0,0,0,0,0,18,0,0,
Tharaka Nithi,"TRN	",41,2010,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
Trans Nzoia,"TRZ	",42,2010,6,0,4,728,0,0,0,0,0,0,0,0,0,1000,0,0,
Turkana,"TRN	",43,2010,24,0,0,3323,0,0,4950,0,0,0,0,0,0,36,451,0,
Uasin Gishu,"USG	",44,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2010,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2010,4,0,0,120,0,0,171,0,0,0,0,0,0,100,0,0,
Baringo,BAR,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bungoma,"BGM	",3,2011,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2011,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Elgeiyo Marakwet,"EMT	",11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Embu,"EMB	",5,2011,0,0,0,0,0,0,154830,0,0,0,0,0,0,0,0,0,
Garissa,"GAR	",6,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Homa Bay,"HBY	",7,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Isiolo,"ISL	",8,2011,0,0,0,0,0,0,142204,0,0,0,0,0,0,0,0,0,
Kajiado,"KJD	",9,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2011,4,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,
Kiambu,"KMB	",13,2011,0,0,0,0,0,0,419991,0,0,0,0,0,0,0,0,0,
Kilifi,"KLF	",14,2011,4,6,0,0,0,0,268995,0,0,0,0,0,0,0,0,0,
Kirinyaga,"KRN	",15,2011,1,0,0,0,0,0,102636,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2011,0,0,0,0,371,0,1855,0,315,0,0,0,0,200,0,0,
Kitui,"KTI	",18,2011,0,0,0,0,0,0,410523,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2011,0,0,0,0,0,0,90200,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lamu,"LMU	",21,2011,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2011,0,0,0,0,0,0,58093,0,0,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2011,0,0,0,0,0,0,99380,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marsabit,"MRS	",25,2011,0,0,0,0,0,0,242649,0,0,0,0,0,0,0,0,0,
Meru,"MRU	",26,2011,1,0,0,0,0,0,179916,0,0,0,0,0,0,0,0,0,
Migori,"MGR	",27,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mombasa,"MBS	",28,2011,2,4,0,0,0,0,151653,0,0,0,0,0,0,0,0,0,
Muranga,"MRN	",29,2011,0,0,0,0,0,0,162893,0,0,0,0,0,0,0,0,0,
Nakuru,"NKR	",31,2011,6,0,0,1,1,0,3,0,0,0,100000,0,0,0,0,0,
Nandi,"NDI	",32,2011,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Narok,"NRK	",33,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nyandarua,"NYD	",35,2011,1,0,3,0,0,0,196492,0,0,0,0,0,0,0,45360,0,
Nyeri,"NYR	",36,2011,0,0,0,0,0,0,248697,0,0,0,0,0,0,0,0,0,
Samburu,"SMB	",37,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Siaya,"SYA	",38,2011,0,0,0,0,1000,300,0,0,0,0,0,0,0,100,0,0,
Taita Taveta,"TTV	",39,2011,0,0,0,0,0,0,97752,0,0,0,0,0,0,0,0,0,
Tana River,"TRV	",40,2011,0,0,0,0,0,0,46050,0,0,0,0,0,0,0,0,0,
Tharaka Nithi,"TRN	",41,2011,0,0,0,0,0,0,36539,0,0,0,0,0,0,0,0,0,
Trans Nzoia,"TRZ	",42,2011,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,
Turkana,"TRN	",43,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uasin Gishu,"USG	",44,2011,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
Vihiga,"VHG	",45,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Embu,"EMB	",5,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Homa Bay,"HBY	",7,2012,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Kajiado,"KJD	",9,2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kakamega,"KKG	",10,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiambu,"KMB	",13,2012,1,0,0,0,0,202329,135,0,0,0,0,0,0,0,0,0,
Kilifi,"KLF	",14,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kirinyaga,"KRN	",15,2012,1,0,0,0,0,84988,0,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2012,2,6,0,0,68,0,441,0,0,0,0,0,0,0,0,0,
Kwale,"KWL	",19,2012,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meru,"MRU	",26,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Migori,"MGR	",27,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Muranga,"MRN	",29,2012,0,0,0,0,0,135047,0,0,0,0,0,0,0,0,0,0,
Nairobi,"NRB	",30,2012,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,
Nakuru,"NKR	",31,2012,5,0,0,489,0,0,1455,0,0,0,0,0,0,0,0,0,
Nyandarua,"NYD	",35,2012,0,0,0,0,1,81372,0,0,0,0,0,0,0,0,0,0,
Nyeri,"NYR	",36,2012,0,0,1,0,5,133721,0,0,0,0,0,0,0,0,0,0,
Taita Taveta,"TTV	",39,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tana River,"TRV	",40,2012,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,
Trans Nzoia,"TRZ	",42,2012,0,0,0,0,200,0,3000,0,0,0,0,0,0,0,0,0,
Uasin Gishu,"USG	",44,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vihiga,"VHG	",45,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wajir,"WJR	",46,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Pokot,"WPT	",47,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Baringo,BAR,1,2013,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bomet,"BOM	",2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bungoma,"BGM	",3,2013,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,
Busia,"BSI	",4,2013,0,1,0,0,0,0,0,0,0,0,0,2,0,0,50,0,
Elgeiyo Marakwet,"EMT	",11,2013,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Garissa,"GAR	",6,2013,18,0,0,0,0,0,33000,0,10,0,0,0,0,0,0,0,
Kajiado,"KJD	",9,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiambu,"KMB	",13,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kilifi,"KLF	",14,2013,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,
Kisii,"KSS	",16,2013,12,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,
Kisumu,"KSM	",17,2013,6,0,0,0,165,0,1825,0,0,0,0,3,0,0,0,0,
Kitui,"KTI	",18,2013,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,
Laikipia,"LKP	",20,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Machakos,"MCK	",22,2013,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
Makueni,"MKN	",23,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mandera,"MND	",24,2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marsabit,"MRS	",25,2013,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,
Meru,"MRU	",26,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
